Registered,Date,Year,Month,Day,Hour,Holiday,WorkDay,Weather,Temp,TempFeel,Humidity,Windspeed,Casual
275,5/19/12,2012,5,6,10,0,0,1,0.56,0.5303,0.43,0,177
351,5/19/12,2012,5,6,11,0,0,1,0.62,0.6212,0.38,0.0896,235
366,5/19/12,2012,5,6,12,0,0,1,0.66,0.6212,0.36,0,276
372,5/19/12,2012,5,6,13,0,0,1,0.7,0.6364,0.37,0.1343,332
369,5/19/12,2012,5,6,14,0,0,1,0.72,0.6515,0.3,0.0896,361
316,5/19/12,2012,5,6,15,0,0,1,0.72,0.6515,0.3,0.1045,356
311,5/19/12,2012,5,6,16,0,0,1,0.74,0.6515,0.3,0.1045,331
347,5/19/12,2012,5,6,17,0,0,1,0.74,0.6515,0.3,0.0896,279
391,5/19/12,2012,5,6,18,0,0,1,0.74,0.6515,0.33,0.0896,254
229,5/19/12,2012,5,6,19,0,0,1,0.7,0.6364,0.39,0.1343,203
197,5/19/12,2012,5,6,20,0,0,1,0.68,0.6364,0.41,0.0896,118
178,5/19/12,2012,5,6,21,0,0,1,0.64,0.6212,0.5,0,81
234,5/19/12,2012,5,6,22,0,0,1,0.64,0.6212,0.47,0,104
168,5/19/12,2012,5,6,23,0,0,1,0.6,0.6212,0.56,0.1642,71
128,5/20/12,2012,5,0,0,0,0,1,0.58,0.5455,0.53,0.1045,42
102,5/20/12,2012,5,0,1,0,0,1,0.56,0.5303,0.52,0,28
62,5/20/12,2012,5,0,2,0,0,1,0.56,0.5303,0.52,0,36
40,5/20/12,2012,5,0,3,0,0,1,0.54,0.5152,0.56,0.0896,26
14,5/20/12,2012,5,0,4,0,0,1,0.52,0.5,0.68,0.0896,2
7,5/20/12,2012,5,0,5,0,0,1,0.5,0.4848,0.72,0.1045,1
21,5/20/12,2012,5,0,6,0,0,1,0.5,0.4848,0.63,0.1343,4
55,5/20/12,2012,5,0,7,0,0,1,0.52,0.5,0.68,0.194,35
120,5/20/12,2012,5,0,8,0,0,1,0.56,0.5303,0.56,0.1642,51
184,5/20/12,2012,5,0,9,0,0,1,0.62,0.6212,0.32,0.2537,129
258,5/20/12,2012,5,0,10,0,0,1,0.66,0.6212,0.34,0.2985,174
323,5/20/12,2012,5,0,11,0,0,1,0.66,0.6212,0.36,0.3284,258
390,5/20/12,2012,5,0,12,0,0,1,0.68,0.6364,0.36,0.3284,247
363,5/20/12,2012,5,0,13,0,0,1,0.7,0.6364,0.37,0.2836,244
307,5/20/12,2012,5,0,14,0,0,1,0.72,0.6515,0.39,0.3881,236
256,5/20/12,2012,5,0,15,0,0,2,0.7,0.6364,0.39,0.4179,246
339,5/20/12,2012,5,0,16,0,0,1,0.72,0.6515,0.42,0.3582,238
340,5/20/12,2012,5,0,17,0,0,1,0.72,0.6515,0.45,0.3284,209
328,5/20/12,2012,5,0,18,0,0,1,0.7,0.6515,0.51,0.3284,146
260,5/20/12,2012,5,0,19,0,0,1,0.66,0.6212,0.61,0.4179,142
191,5/20/12,2012,5,0,20,0,0,1,0.66,0.6212,0.61,0.4179,83
182,5/20/12,2012,5,0,21,0,0,1,0.64,0.6061,0.69,0.3881,51
101,5/20/12,2012,5,0,22,0,0,1,0.62,0.5909,0.73,0.3284,44
54,5/20/12,2012,5,0,23,0,0,3,0.6,0.5758,0.78,0.3582,32
28,5/21/12,2012,5,1,0,0,1,3,0.58,0.5455,0.88,0.2985,12
11,5/21/12,2012,5,1,1,0,1,3,0.58,0.5455,0.88,0.3582,4
9,5/21/12,2012,5,1,2,0,1,3,0.56,0.5303,0.94,0.2537,2
2,5/21/12,2012,5,1,3,0,1,2,0.56,0.5303,0.88,0.2985,0
5,5/21/12,2012,5,1,4,0,1,3,0.56,0.5303,0.88,0.2985,2
14,5/21/12,2012,5,1,5,0,1,3,0.56,0.5303,0.88,0.2985,1
76,5/21/12,2012,5,1,6,0,1,3,0.56,0.5303,0.88,0.2985,3
146,5/21/12,2012,5,1,7,0,1,3,0.56,0.5303,0.88,0.2985,7
258,5/21/12,2012,5,1,8,0,1,3,0.56,0.5303,0.88,0.2537,12
172,5/21/12,2012,5,1,9,0,1,3,0.56,0.5303,0.88,0.2239,14
71,5/21/12,2012,5,1,10,0,1,3,0.58,0.5455,0.88,0.2836,28
82,5/21/12,2012,5,1,11,0,1,2,0.6,0.5606,0.83,0.1642,24
124,5/21/12,2012,5,1,12,0,1,2,0.6,0.5606,0.83,0.2537,46
135,5/21/12,2012,5,1,13,0,1,3,0.6,0.5606,0.83,0.2537,49
135,5/21/12,2012,5,1,14,0,1,3,0.6,0.5606,0.83,0.194,45
158,5/21/12,2012,5,1,15,0,1,2,0.64,0.6061,0.73,0.194,67
269,5/21/12,2012,5,1,16,0,1,2,0.64,0.6061,0.73,0.2537,46
468,5/21/12,2012,5,1,17,0,1,2,0.66,0.6212,0.69,0.2537,40
478,5/21/12,2012,5,1,18,0,1,1,0.64,0.6061,0.73,0.1045,52
391,5/21/12,2012,5,1,19,0,1,1,0.66,0.6212,0.69,0.0896,57
292,5/21/12,2012,5,1,20,0,1,1,0.64,0.6061,0.69,0.1343,44
210,5/21/12,2012,5,1,21,0,1,1,0.62,0.6061,0.69,0.0896,31
116,5/21/12,2012,5,1,22,0,1,2,0.62,0.5909,0.73,0.1642,26
79,5/21/12,2012,5,1,23,0,1,1,0.62,0.5909,0.73,0.2836,18
26,5/22/12,2012,5,2,0,0,1,1,0.58,0.5455,0.83,0.2537,10
16,5/22/12,2012,5,2,1,0,1,2,0.58,0.5455,0.83,0.1343,11
10,5/22/12,2012,5,2,2,0,1,2,0.58,0.5455,0.83,0.1045,1
5,5/22/12,2012,5,2,3,0,1,2,0.58,0.5455,0.83,0.1045,0
7,5/22/12,2012,5,2,4,0,1,2,0.56,0.5303,0.88,0.1642,0
17,5/22/12,2012,5,2,5,0,1,3,0.56,0.5303,0.88,0.194,0
129,5/22/12,2012,5,2,6,0,1,3,0.56,0.5303,0.88,0.1045,8
315,5/22/12,2012,5,2,7,0,1,3,0.56,0.5303,0.88,0.1045,9
570,5/22/12,2012,5,2,8,0,1,2,0.56,0.5303,0.88,0.1343,20
287,5/22/12,2012,5,2,9,0,1,2,0.6,0.5606,0.83,0.1045,46
148,5/22/12,2012,5,2,10,0,1,2,0.6,0.5758,0.78,0.0896,52
150,5/22/12,2012,5,2,11,0,1,2,0.6,0.5758,0.78,0,39
178,5/22/12,2012,5,2,12,0,1,2,0.62,0.5909,0.78,0.1045,76
195,5/22/12,2012,5,2,13,0,1,2,0.64,0.6061,0.73,0,48
149,5/22/12,2012,5,2,14,0,1,2,0.64,0.6061,0.73,0.1045,73
191,5/22/12,2012,5,2,15,0,1,1,0.7,0.6515,0.61,0.0896,54
316,5/22/12,2012,5,2,16,0,1,1,0.68,0.6364,0.61,0.1045,70
716,5/22/12,2012,5,2,17,0,1,1,0.72,0.6667,0.54,0,69
709,5/22/12,2012,5,2,18,0,1,1,0.68,0.6364,0.61,0.1343,76
320,5/22/12,2012,5,2,19,0,1,1,0.66,0.6212,0.69,0.2239,44
319,5/22/12,2012,5,2,20,0,1,1,0.64,0.6061,0.73,0.2537,54
233,5/22/12,2012,5,2,21,0,1,1,0.62,0.5909,0.78,0.1343,28
157,5/22/12,2012,5,2,22,0,1,1,0.62,0.5909,0.73,0.0896,17
91,5/22/12,2012,5,2,23,0,1,1,0.62,0.5909,0.73,0.1045,14
28,5/23/12,2012,5,3,0,0,1,1,0.62,0.5909,0.78,0.1343,19
9,5/23/12,2012,5,3,1,0,1,1,0.6,0.5606,0.83,0.1642,23
10,5/23/12,2012,5,3,2,0,1,2,0.6,0.5606,0.83,0.1642,2
5,5/23/12,2012,5,3,3,0,1,1,0.6,0.5758,0.78,0.1045,0
3,5/23/12,2012,5,3,4,0,1,3,0.58,0.5455,0.83,0.194,0
29,5/23/12,2012,5,3,5,0,1,3,0.56,0.5303,0.88,0.2537,6
154,5/23/12,2012,5,3,6,0,1,1,0.56,0.5303,0.88,0.1045,6
452,5/23/12,2012,5,3,7,0,1,1,0.58,0.5455,0.83,0,16
681,5/23/12,2012,5,3,8,0,1,1,0.58,0.5455,0.83,0,38
258,5/23/12,2012,5,3,9,0,1,2,0.62,0.5909,0.78,0,39
139,5/23/12,2012,5,3,10,0,1,1,0.62,0.5909,0.78,0.0896,52
151,5/23/12,2012,5,3,11,0,1,1,0.64,0.6061,0.73,0,46
206,5/23/12,2012,5,3,12,0,1,2,0.66,0.6212,0.69,0.0896,42
201,5/23/12,2012,5,3,13,0,1,2,0.66,0.6212,0.74,0.1642,69
181,5/23/12,2012,5,3,14,0,1,1,0.68,0.6364,0.65,0.1343,67
192,5/23/12,2012,5,3,15,0,1,2,0.7,0.6515,0.61,0,65
216,5/23/12,2012,5,3,16,0,1,3,0.7,0.6515,0.61,0.0896,62
240,5/23/12,2012,5,3,17,0,1,3,0.64,0.6061,0.69,0.1045,45
296,5/23/12,2012,5,3,18,0,1,3,0.64,0.6061,0.69,0.1045,31
336,5/23/12,2012,5,3,19,0,1,2,0.62,0.5758,0.83,0.1642,40
267,5/23/12,2012,5,3,20,0,1,2,0.62,0.5758,0.83,0.0896,28
221,5/23/12,2012,5,3,21,0,1,2,0.62,0.5758,0.83,0,24
136,5/23/12,2012,5,3,22,0,1,2,0.62,0.5758,0.83,0.1642,23
83,5/23/12,2012,5,3,23,0,1,1,0.6,0.5606,0.83,0.1343,23
49,5/24/12,2012,5,4,0,0,1,1,0.6,0.5606,0.83,0.0896,7
21,5/24/12,2012,5,4,1,0,1,1,0.6,0.5455,0.88,0.0896,9
15,5/24/12,2012,5,4,2,0,1,1,0.6,0.5455,0.88,0,1
3,5/24/12,2012,5,4,3,0,1,2,0.6,0.5455,0.88,0.1045,1
5,5/24/12,2012,5,4,4,0,1,2,0.6,0.5455,0.88,0.1642,0
29,5/24/12,2012,5,4,5,0,1,2,0.6,0.5455,0.88,0.1642,1
146,5/24/12,2012,5,4,6,0,1,2,0.6,0.5455,0.88,0.1642,10
393,5/24/12,2012,5,4,7,0,1,1,0.6,0.5606,0.83,0.1045,22
659,5/24/12,2012,5,4,8,0,1,1,0.62,0.5909,0.73,0.1343,33
267,5/24/12,2012,5,4,9,0,1,1,0.62,0.5909,0.73,0.1642,34
138,5/24/12,2012,5,4,10,0,1,1,0.64,0.6061,0.65,0.1343,47
160,5/24/12,2012,5,4,11,0,1,1,0.66,0.6212,0.65,0.1343,61
213,5/24/12,2012,5,4,12,0,1,1,0.7,0.6515,0.58,0.1045,76
233,5/24/12,2012,5,4,13,0,1,1,0.72,0.6667,0.54,0.1642,69
180,5/24/12,2012,5,4,14,0,1,1,0.74,0.6818,0.55,0.2239,72
222,5/24/12,2012,5,4,15,0,1,1,0.74,0.6818,0.55,0.2537,69
329,5/24/12,2012,5,4,16,0,1,1,0.74,0.6818,0.55,0.3582,61
678,5/24/12,2012,5,4,17,0,1,1,0.74,0.6818,0.55,0.2836,120
634,5/24/12,2012,5,4,18,0,1,1,0.72,0.6667,0.54,0.3284,118
416,5/24/12,2012,5,4,19,0,1,1,0.7,0.6515,0.61,0.2985,76
343,5/24/12,2012,5,4,20,0,1,2,0.66,0.6212,0.69,0.2836,55
237,5/24/12,2012,5,4,21,0,1,3,0.64,0.5909,0.78,0.1642,48
210,5/24/12,2012,5,4,22,0,1,2,0.64,0.5909,0.78,0.1045,33
131,5/24/12,2012,5,4,23,0,1,2,0.64,0.5909,0.78,0.1343,36
63,5/25/12,2012,5,5,0,0,1,1,0.62,0.5758,0.83,0.1343,10
34,5/25/12,2012,5,5,1,0,1,1,0.62,0.5758,0.83,0.0896,8
16,5/25/12,2012,5,5,2,0,1,2,0.62,0.5758,0.83,0,7
6,5/25/12,2012,5,5,3,0,1,2,0.62,0.5606,0.88,0.1045,8
6,5/25/12,2012,5,5,4,0,1,2,0.62,0.5606,0.88,0,3
28,5/25/12,2012,5,5,5,0,1,2,0.62,0.5606,0.88,0.0896,2
108,5/25/12,2012,5,5,6,0,1,2,0.62,0.5606,0.88,0.1045,5
352,5/25/12,2012,5,5,7,0,1,2,0.62,0.5606,0.88,0.1642,7
551,5/25/12,2012,5,5,8,0,1,2,0.64,0.5758,0.89,0.1045,32
288,5/25/12,2012,5,5,9,0,1,2,0.64,0.5758,0.89,0.1343,52
163,5/25/12,2012,5,5,10,0,1,1,0.68,0.6364,0.79,0.1642,69
193,5/25/12,2012,5,5,11,0,1,1,0.68,0.6364,0.79,0.1343,90
237,5/25/12,2012,5,5,12,0,1,1,0.72,0.6818,0.66,0.1045,84
247,5/25/12,2012,5,5,13,0,1,1,0.74,0.6818,0.62,0.1343,86
263,5/25/12,2012,5,5,14,0,1,1,0.74,0.6818,0.58,0.1343,104
360,5/25/12,2012,5,5,15,0,1,1,0.76,0.7121,0.62,0.194,106
447,5/25/12,2012,5,5,16,0,1,1,0.78,0.7121,0.52,0.2239,137
529,5/25/12,2012,5,5,17,0,1,1,0.76,0.7121,0.62,0.2836,124
391,5/25/12,2012,5,5,18,0,1,1,0.76,0.7121,0.62,0.194,131
293,5/25/12,2012,5,5,19,0,1,1,0.74,0.6818,0.62,0.2537,111
270,5/25/12,2012,5,5,20,0,1,1,0.7,0.6515,0.65,0.1642,80
193,5/25/12,2012,5,5,21,0,1,1,0.7,0.6515,0.65,0.1343,62
147,5/25/12,2012,5,5,22,0,1,1,0.66,0.6212,0.74,0.1045,65
132,5/25/12,2012,5,5,23,0,1,1,0.66,0.6061,0.78,0.2239,34
98,5/26/12,2012,5,6,0,0,0,1,0.64,0.5758,0.83,0.1642,18
64,5/26/12,2012,5,6,1,0,0,1,0.64,0.5758,0.83,0.1343,18
55,5/26/12,2012,5,6,2,0,0,1,0.64,0.5758,0.89,0.1343,9
22,5/26/12,2012,5,6,3,0,0,1,0.62,0.5606,0.88,0.1045,9
2,5/26/12,2012,5,6,4,0,0,1,0.62,0.5606,0.88,0.1343,0
10,5/26/12,2012,5,6,5,0,0,1,0.62,0.5758,0.83,0.2537,0
25,5/26/12,2012,5,6,6,0,0,1,0.62,0.5606,0.88,0.194,6
44,5/26/12,2012,5,6,7,0,0,2,0.62,0.5606,0.88,0.1642,10
103,5/26/12,2012,5,6,8,0,0,1,0.64,0.5909,0.78,0.1343,38
192,5/26/12,2012,5,6,9,0,0,1,0.64,0.5758,0.83,0.194,97
256,5/26/12,2012,5,6,10,0,0,1,0.68,0.6364,0.79,0.2239,181
312,5/26/12,2012,5,6,11,0,0,1,0.7,0.6667,0.74,0.194,208
293,5/26/12,2012,5,6,12,0,0,1,0.74,0.697,0.66,0.2239,236
274,5/26/12,2012,5,6,13,0,0,1,0.76,0.7273,0.66,0.194,265
257,5/26/12,2012,5,6,14,0,0,1,0.76,0.7273,0.66,0.2239,307
239,5/26/12,2012,5,6,15,0,0,1,0.76,0.7273,0.66,0.2836,274
243,5/26/12,2012,5,6,16,0,0,1,0.78,0.7273,0.55,0.2537,261
227,5/26/12,2012,5,6,17,0,0,2,0.78,0.7121,0.52,0.2537,235
216,5/26/12,2012,5,6,18,0,0,2,0.76,0.697,0.52,0.194,199
214,5/26/12,2012,5,6,19,0,0,2,0.74,0.697,0.66,0.2239,159
152,5/26/12,2012,5,6,20,0,0,2,0.74,0.6818,0.55,0.194,103
151,5/26/12,2012,5,6,21,0,0,2,0.72,0.6818,0.62,0.194,100
118,5/26/12,2012,5,6,22,0,0,1,0.7,0.6667,0.74,0.2537,86
114,5/26/12,2012,5,6,23,0,0,1,0.7,0.6667,0.74,0.2537,36
89,5/27/12,2012,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48
61,5/27/12,2012,5,0,1,0,0,1,0.66,0.6212,0.74,0.2239,17
45,5/27/12,2012,5,0,2,0,0,1,0.64,0.6061,0.73,0.2239,16
25,5/27/12,2012,5,0,3,0,0,1,0.64,0.6061,0.73,0.1642,11
7,5/27/12,2012,5,0,4,0,0,1,0.62,0.5758,0.83,0.194,4
5,5/27/12,2012,5,0,5,0,0,1,0.62,0.5758,0.83,0.194,2
14,5/27/12,2012,5,0,6,0,0,1,0.62,0.5758,0.83,0.1642,8
30,5/27/12,2012,5,0,7,0,0,1,0.62,0.5606,0.88,0.1642,22
82,5/27/12,2012,5,0,8,0,0,1,0.64,0.5758,0.83,0.194,69
140,5/27/12,2012,5,0,9,0,0,1,0.66,0.6061,0.83,0.2239,130
215,5/27/12,2012,5,0,10,0,0,1,0.68,0.6364,0.74,0.2537,209
251,5/27/12,2012,5,0,11,0,0,1,0.72,0.6818,0.66,0.2239,268
269,5/27/12,2012,5,0,12,0,0,1,0.74,0.697,0.66,0.2537,301
228,5/27/12,2012,5,0,13,0,0,1,0.76,0.7121,0.58,0.194,270
230,5/27/12,2012,5,0,14,0,0,1,0.76,0.7121,0.58,0.2537,317
245,5/27/12,2012,5,0,15,0,0,1,0.78,0.7121,0.52,0.2836,290
243,5/27/12,2012,5,0,16,0,0,1,0.78,0.7121,0.52,0.2836,258
247,5/27/12,2012,5,0,17,0,0,1,0.78,0.7121,0.49,0.2985,275
252,5/27/12,2012,5,0,18,0,0,1,0.76,0.7121,0.58,0.2985,266
212,5/27/12,2012,5,0,19,0,0,1,0.76,0.7121,0.58,0.194,230
224,5/27/12,2012,5,0,20,0,0,1,0.74,0.6818,0.55,0.1642,168
79,5/27/12,2012,5,0,21,0,0,3,0.66,0.6212,0.69,0.4179,64
50,5/27/12,2012,5,0,22,0,0,3,0.62,0.5758,0.83,0,9
65,5/27/12,2012,5,0,23,0,0,3,0.62,0.5758,0.83,0.1343,31
44,5/28/12,2012,5,1,0,1,0,1,0.62,0.5758,0.83,0.2239,21
45,5/28/12,2012,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14
28,5/28/12,2012,5,1,2,1,0,1,0.6,0.5606,0.83,0.2239,20
12,5/28/12,2012,5,1,3,1,0,1,0.62,0.5909,0.73,0.1642,6
4,5/28/12,2012,5,1,4,1,0,1,0.6,0.5758,0.78,0.1343,2
5,5/28/12,2012,5,1,5,1,0,1,0.6,0.5758,0.78,0.1343,4
14,5/28/12,2012,5,1,6,1,0,1,0.62,0.5909,0.73,0.1642,6
43,5/28/12,2012,5,1,7,1,0,1,0.62,0.5909,0.78,0.1045,24
93,5/28/12,2012,5,1,8,1,0,1,0.66,0.6212,0.69,0,62
142,5/28/12,2012,5,1,9,1,0,1,0.7,0.6515,0.61,0,121
175,5/28/12,2012,5,1,10,1,0,1,0.7,0.6515,0.61,0,189
222,5/28/12,2012,5,1,11,1,0,1,0.72,0.6818,0.66,0.1343,254
292,5/28/12,2012,5,1,12,1,0,1,0.76,0.7121,0.62,0.1343,233
284,5/28/12,2012,5,1,13,1,0,1,0.8,0.7879,0.63,0.2836,272
227,5/28/12,2012,5,1,14,1,0,1,0.8,0.7879,0.63,0.2836,238
279,5/28/12,2012,5,1,15,1,0,1,0.82,0.7879,0.56,0.2985,181
278,5/28/12,2012,5,1,16,1,0,1,0.82,0.7879,0.56,0.3284,223
247,5/28/12,2012,5,1,17,1,0,1,0.82,0.7879,0.56,0.2985,158
251,5/28/12,2012,5,1,18,1,0,1,0.8,0.7727,0.59,0.2985,132
247,5/28/12,2012,5,1,19,1,0,1,0.8,0.7576,0.55,0.2985,148
203,5/28/12,2012,5,1,20,1,0,1,0.78,0.7424,0.62,0.2985,114
181,5/28/12,2012,5,1,21,1,0,1,0.76,0.7273,0.66,0.2836,66
110,5/28/12,2012,5,1,22,1,0,1,0.74,0.697,0.7,0.1642,47
60,5/28/12,2012,5,1,23,1,0,1,0.72,0.697,0.74,0.1642,22
33,5/29/12,2012,5,2,0,0,1,1,0.7,0.6667,0.79,0.194,12
13,5/29/12,2012,5,2,1,0,1,1,0.7,0.6667,0.79,0.194,1
8,5/29/12,2012,5,2,2,0,1,1,0.68,0.6364,0.83,0.1343,0
2,5/29/12,2012,5,2,3,0,1,1,0.68,0.6364,0.79,0.2836,1
5,5/29/12,2012,5,2,4,0,1,1,0.66,0.6061,0.78,0.2239,0
32,5/29/12,2012,5,2,5,0,1,1,0.66,0.6061,0.78,0.2239,1
145,5/29/12,2012,5,2,6,0,1,1,0.66,0.6061,0.78,0.2239,9
431,5/29/12,2012,5,2,7,0,1,1,0.66,0.6061,0.78,0.2239,19
588,5/29/12,2012,5,2,8,0,1,1,0.7,0.6667,0.74,0.194,46
231,5/29/12,2012,5,2,9,0,1,1,0.72,0.6818,0.7,0.2537,26
116,5/29/12,2012,5,2,10,0,1,1,0.74,0.697,0.7,0.2985,67
147,5/29/12,2012,5,2,11,0,1,1,0.76,0.7121,0.62,0.2985,50
181,5/29/12,2012,5,2,12,0,1,1,0.8,0.7576,0.55,0.3284,56
176,5/29/12,2012,5,2,13,0,1,1,0.82,0.7727,0.52,0.3881,63
158,5/29/12,2012,5,2,14,0,1,1,0.82,0.7727,0.52,0.4179,80
185,5/29/12,2012,5,2,15,0,1,1,0.82,0.7727,0.49,0.3881,71
320,5/29/12,2012,5,2,16,0,1,1,0.82,0.7727,0.49,0.4925,73
674,5/29/12,2012,5,2,17,0,1,1,0.82,0.7576,0.46,0.4179,107
632,5/29/12,2012,5,2,18,0,1,1,0.8,0.7424,0.49,0.4925,78
457,5/29/12,2012,5,2,19,0,1,1,0.78,0.7121,0.52,0.3582,69
168,5/29/12,2012,5,2,20,0,1,3,0.7,0.6515,0.61,0.5224,36
68,5/29/12,2012,5,2,21,0,1,3,0.6,0.5455,0.88,0.4478,3
53,5/29/12,2012,5,2,22,0,1,2,0.62,0.5606,0.88,0.0896,2
40,5/29/12,2012,5,2,23,0,1,3,0.62,0.5455,0.94,0,10
32,5/30/12,2012,5,3,0,0,1,3,0.64,0.5758,0.89,0.1045,4
4,5/30/12,2012,5,3,1,0,1,3,0.64,0.5758,0.89,0.194,0
4,5/30/12,2012,5,3,2,0,1,3,0.62,0.5455,0.94,0.0896,1
5,5/30/12,2012,5,3,3,0,1,3,0.62,0.5606,0.88,0.1343,0
6,5/30/12,2012,5,3,4,0,1,2,0.62,0.5606,0.88,0.1343,0
40,5/30/12,2012,5,3,5,0,1,2,0.62,0.5909,0.78,0.1343,1
139,5/30/12,2012,5,3,6,0,1,2,0.6,0.5758,0.78,0.1045,5
469,5/30/12,2012,5,3,7,0,1,3,0.6,0.5758,0.78,0.194,14
642,5/30/12,2012,5,3,8,0,1,2,0.6,0.5909,0.73,0.1642,29
282,5/30/12,2012,5,3,9,0,1,2,0.62,0.6061,0.69,0.194,23
138,5/30/12,2012,5,3,10,0,1,2,0.62,0.6061,0.69,0.2836,39
155,5/30/12,2012,5,3,11,0,1,2,0.66,0.6212,0.65,0.194,53
220,5/30/12,2012,5,3,12,0,1,1,0.7,0.6515,0.54,0,33
236,5/30/12,2012,5,3,13,0,1,1,0.7,0.6515,0.51,0,53
208,5/30/12,2012,5,3,14,0,1,1,0.72,0.6515,0.42,0.1343,44
221,5/30/12,2012,5,3,15,0,1,1,0.72,0.6667,0.51,0.1343,54
352,5/30/12,2012,5,3,16,0,1,1,0.72,0.6667,0.51,0.1642,46
756,5/30/12,2012,5,3,17,0,1,1,0.74,0.6667,0.48,0.0896,83
746,5/30/12,2012,5,3,18,0,1,1,0.74,0.6667,0.48,0.1642,50
506,5/30/12,2012,5,3,19,0,1,1,0.72,0.6667,0.54,0.1642,50
374,5/30/12,2012,5,3,20,0,1,2,0.54,0.5152,0.6,0.1343,57
263,5/30/12,2012,5,3,21,0,1,1,0.68,0.6364,0.57,0.1045,41
191,5/30/12,2012,5,3,22,0,1,1,0.66,0.6212,0.69,0.1045,26
121,5/30/12,2012,5,3,23,0,1,1,0.66,0.6212,0.65,0.1045,39
48,5/31/12,2012,5,4,0,0,1,1,0.64,0.6061,0.69,0.1343,13
22,5/31/12,2012,5,4,1,0,1,1,0.64,0.6061,0.69,0.0896,4
8,5/31/12,2012,5,4,2,0,1,1,0.64,0.6061,0.65,0.0896,6
8,5/31/12,2012,5,4,3,0,1,1,0.62,0.6061,0.69,0.0896,0
8,5/31/12,2012,5,4,4,0,1,1,0.62,0.6061,0.69,0,0
32,5/31/12,2012,5,4,5,0,1,1,0.62,0.6061,0.69,0.2537,1
171,5/31/12,2012,5,4,6,0,1,1,0.6,0.5909,0.73,0.2239,7
489,5/31/12,2012,5,4,7,0,1,1,0.6,0.6061,0.64,0.2836,18
675,5/31/12,2012,5,4,8,0,1,1,0.62,0.6212,0.57,0.2537,18
264,5/31/12,2012,5,4,9,0,1,1,0.66,0.6212,0.47,0.2537,47
155,5/31/12,2012,5,4,10,0,1,1,0.7,0.6364,0.39,0.3881,65
153,5/31/12,2012,5,4,11,0,1,1,0.72,0.6515,0.37,0.2836,65
230,5/31/12,2012,5,4,12,0,1,1,0.72,0.6515,0.37,0.194,62
216,5/31/12,2012,5,4,13,0,1,1,0.74,0.6515,0.35,0.1343,77
193,5/31/12,2012,5,4,14,0,1,1,0.76,0.6667,0.31,0.194,61
209,5/31/12,2012,5,4,15,0,1,1,0.76,0.6667,0.33,0.2985,81
384,5/31/12,2012,5,4,16,0,1,1,0.76,0.6667,0.33,0.2836,103
742,5/31/12,2012,5,4,17,0,1,1,0.76,0.6667,0.31,0.1642,85
700,5/31/12,2012,5,4,18,0,1,1,0.74,0.6515,0.3,0.194,85
487,5/31/12,2012,5,4,19,0,1,1,0.72,0.6515,0.34,0.1642,104
391,5/31/12,2012,5,4,20,0,1,1,0.68,0.6364,0.44,0.1642,88
318,5/31/12,2012,5,4,21,0,1,1,0.68,0.6364,0.44,0.1642,41
221,5/31/12,2012,5,4,22,0,1,1,0.66,0.6212,0.5,0.1642,43
114,5/31/12,2012,5,4,23,0,1,1,0.66,0.6212,0.54,0.2239,26
76,6/1/12,2012,6,5,0,0,1,1,0.66,0.6212,0.5,0.2537,10
34,6/1/12,2012,6,5,1,0,1,1,0.64,0.6212,0.53,0.2239,0
13,6/1/12,2012,6,5,2,0,1,1,0.64,0.6212,0.57,0.2239,3
4,6/1/12,2012,6,5,3,0,1,2,0.62,0.5909,0.73,0.0896,0
5,6/1/12,2012,6,5,4,0,1,2,0.62,0.5909,0.73,0.0896,1
41,6/1/12,2012,6,5,5,0,1,2,0.62,0.5909,0.78,0.0896,4
136,6/1/12,2012,6,5,6,0,1,3,0.62,0.5606,0.88,0.1343,5
369,6/1/12,2012,6,5,7,0,1,2,0.64,0.5758,0.89,0.194,33
675,6/1/12,2012,6,5,8,0,1,2,0.64,0.5758,0.89,0.194,19
274,6/1/12,2012,6,5,9,0,1,2,0.64,0.5758,0.83,0.2239,24
155,6/1/12,2012,6,5,10,0,1,2,0.66,0.6061,0.78,0.2836,49
193,6/1/12,2012,6,5,11,0,1,2,0.7,0.6667,0.74,0.2836,42
238,6/1/12,2012,6,5,12,0,1,2,0.7,0.6667,0.74,0.3582,72
240,6/1/12,2012,6,5,13,0,1,1,0.72,0.6818,0.7,0.2985,76
199,6/1/12,2012,6,5,14,0,1,3,0.72,0.6818,0.66,0.2836,55
213,6/1/12,2012,6,5,15,0,1,3,0.72,0.6818,0.66,0.2836,45
186,6/1/12,2012,6,5,16,0,1,3,0.74,0.6818,0.58,0.4478,36
202,6/1/12,2012,6,5,17,0,1,3,0.7,0.6515,0.7,0.2537,25
100,6/1/12,2012,6,5,18,0,1,3,0.62,0.5606,0.88,0.3582,10
41,6/1/12,2012,6,5,19,0,1,3,0.62,0.5606,0.88,0.3582,4
38,6/1/12,2012,6,5,20,0,1,3,0.62,0.5455,0.94,0.2537,1
73,6/1/12,2012,6,5,21,0,1,3,0.64,0.5909,0.78,0.2537,12
22,6/1/12,2012,6,5,22,0,1,3,0.6,0.5455,0.88,0.1343,1
67,6/1/12,2012,6,5,23,0,1,3,0.6,0.5455,0.88,0.1343,6
